CMDLINE /home/r0b00sj/.conda/envs/capstone/bin/python fit_gensim_lda.py
MEM 1334.437500 1522631485.2166
MEM 1334.312500 1522631485.3170
MEM 1335.187500 1522631485.4176
MEM 1336.187500 1522631485.5181
MEM 1336.687500 1522631485.6188
MEM 1336.687500 1522631485.7193
MEM 1338.125000 1522631485.8198
MEM 1338.750000 1522631485.9203
MEM 1338.875000 1522631486.0208
MEM 1339.000000 1522631486.1213
MEM 1340.125000 1522631486.2216
MEM 1341.437500 1522631486.3220
MEM 1340.625000 1522631486.4226
MEM 1340.625000 1522631486.5233
MEM 1341.750000 1522631486.6237
MEM 1341.875000 1522631486.7241
MEM 1342.562500 1522631486.8244
MEM 1344.187500 1522631486.9247
MEM 1344.187500 1522631487.0250
MEM 1344.187500 1522631487.1253
MEM 1346.125000 1522631487.2257
MEM 1345.750000 1522631487.3260
MEM 1345.750000 1522631487.4263
MEM 1345.750000 1522631487.5266
MEM 1348.875000 1522631487.6270
MEM 1347.750000 1522631487.7274
MEM 1347.250000 1522631487.8277
MEM 1348.250000 1522631487.9280
MEM 1348.250000 1522631488.0284
MEM 1349.250000 1522631488.1289
MEM 1349.250000 1522631488.2298
MEM 1350.500000 1522631488.3303
MEM 1351.437500 1522631488.4307
MEM 1351.437500 1522631488.5311
MEM 1351.437500 1522631488.6316
MEM 1352.937500 1522631488.7325
MEM 1352.375000 1522631488.8330
MEM 1352.812500 1522631488.9339
MEM 1352.812500 1522631489.0346
MEM 1353.687500 1522631489.1349
MEM 1354.312500 1522631489.2354
MEM 1355.125000 1522631489.3359
MEM 1355.125000 1522631489.4361
MEM 1355.125000 1522631489.5365
MEM 1359.000000 1522631489.6369
MEM 1359.000000 1522631489.7373
MEM 1357.437500 1522631489.8376
MEM 1358.062500 1522631489.9380
MEM 1358.062500 1522631490.0383
MEM 1359.500000 1522631490.1386
MEM 1359.937500 1522631490.2390
MEM 1360.062500 1522631490.3394
MEM 1361.750000 1522631490.4395
MEM 1360.937500 1522631490.5399
MEM 1361.875000 1522631490.6403
MEM 1362.062500 1522631490.7407
MEM 1362.062500 1522631490.8409
MEM 1365.562500 1522631490.9412
MEM 1363.312500 1522631491.0417
MEM 1363.125000 1522631491.1421
MEM 1363.562500 1522631491.2425
MEM 1365.125000 1522631491.3428
MEM 1365.000000 1522631491.4432
MEM 1367.062500 1522631491.5436
MEM 1366.312500 1522631491.6440
MEM 1366.312500 1522631491.7445
MEM 1368.062500 1522631491.8451
MEM 1370.562500 1522631491.9456
MEM 1370.375000 1522631492.0461
MEM 1372.750000 1522631492.1466
MEM 1373.187500 1522631492.2471
MEM 1373.187500 1522631492.3476
MEM 1373.187500 1522631492.4480
MEM 1373.937500 1522631492.5484
MEM 1374.687500 1522631492.6490
MEM 1374.687500 1522631492.7494
MEM 1376.375000 1522631492.8499
MEM 1377.812500 1522631492.9504
MEM 1377.000000 1522631493.0511
MEM 1377.000000 1522631493.1516
MEM 1377.000000 1522631493.2521
MEM 1377.000000 1522631493.3526
MEM 1377.000000 1522631493.4532
MEM 1381.937500 1522631493.5536
MEM 1381.937500 1522631493.6542
MEM 1381.937500 1522631493.7547
MEM 1378.437500 1522631493.8552
MEM 1379.437500 1522631493.9556
MEM 1379.437500 1522631494.0561
MEM 1380.250000 1522631494.1570
MEM 1381.375000 1522631494.2577
MEM 1382.687500 1522631494.3583
MEM 1382.562500 1522631494.4586
MEM 1384.875000 1522631494.5590
MEM 1384.812500 1522631494.6595
MEM 1384.437500 1522631494.7600
MEM 1384.437500 1522631494.8605
MEM 1385.875000 1522631494.9610
MEM 1386.375000 1522631495.0616
MEM 1386.750000 1522631495.1620
MEM 1387.750000 1522631495.2625
MEM 1387.750000 1522631495.3631
MEM 1389.875000 1522631495.4636
MEM 1388.375000 1522631495.5642
MEM 1389.375000 1522631495.6647
MEM 1390.250000 1522631495.7651
MEM 1390.625000 1522631495.8657
MEM 1391.500000 1522631495.9660
MEM 1391.812500 1522631496.0665
MEM 1391.812500 1522631496.1668
MEM 1393.937500 1522631496.2673
MEM 1393.500000 1522631496.3679
MEM 1393.562500 1522631496.4684
MEM 1393.562500 1522631496.5688
MEM 1394.812500 1522631496.6693
MEM 1395.937500 1522631496.7698
MEM 1396.000000 1522631496.8705
MEM 1396.000000 1522631496.9712
MEM 1397.312500 1522631497.0717
MEM 1397.312500 1522631497.1722
MEM 1382.000000 1522631497.2729
MEM 1349.500000 1522631497.3733
MEM 1314.000000 1522631497.4738
MEM 1278.000000 1522631497.5742
MEM 1242.250000 1522631497.6747
MEM 1204.000000 1522631497.7753
MEM 1168.750000 1522631497.8757
MEM 1129.500000 1522631497.9761
MEM 1088.000000 1522631498.0764
MEM 1053.000000 1522631498.1768
MEM 1014.500000 1522631498.2770
MEM 820.062500 1522631498.3773
MEM 827.750000 1522631498.4777
MEM 836.500000 1522631498.5782
MEM 852.500000 1522631498.6787
MEM 852.500000 1522631498.7793
MEM 884.500000 1522631498.8799
MEM 884.562500 1522631498.9806
MEM 884.562500 1522631499.0810
MEM 884.562500 1522631499.1815
MEM 947.812500 1522631499.2820
MEM 916.562500 1522631499.3824
MEM 916.562500 1522631499.4827
MEM 916.562500 1522631499.5829
MEM 916.562500 1522631499.6831
MEM 1054.187500 1522631499.7833
MEM 992.125000 1522631499.8836
MEM 992.125000 1522631499.9838
MEM 992.125000 1522631500.0840
MEM 992.125000 1522631500.1843
MEM 993.312500 1522631500.2845
MEM 996.750000 1522631500.3847
MEM 1000.187500 1522631500.4850
MEM 1003.687500 1522631500.5852
MEM 1007.187500 1522631500.6854
MEM 1261.312500 1522631500.7857
MEM 1261.312500 1522631500.8859
MEM 1136.562500 1522631500.9862
MEM 1140.062500 1522631501.0864
MEM 1157.937500 1522631501.1866
MEM 1157.937500 1522631501.2869
MEM 1316.625000 1522631501.3871
MEM 1236.375000 1522631501.4873
MEM 980.312500 1522631501.5876
MEM 980.312500 1522631501.6878
MEM 980.312500 1522631501.7881
MEM 980.312500 1522631501.8883
MEM 980.312500 1522631501.9885
MEM 980.312500 1522631502.0888
MEM 980.312500 1522631502.1890
MEM 980.312500 1522631502.2892
MEM 980.687500 1522631502.3895
MEM 983.062500 1522631502.4897
MEM 985.312500 1522631502.5899
MEM 988.187500 1522631502.6902
MEM 989.687500 1522631502.7904
MEM 993.687500 1522631502.8906
MEM 995.500000 1522631502.9909
MEM 998.312500 1522631503.0911
MEM 999.187500 1522631503.1913
MEM 1001.312500 1522631503.2917
MEM 1001.062500 1522631503.3920
MEM 1001.062500 1522631503.4923
MEM 1002.187500 1522631503.5926
MEM 1003.812500 1522631503.6928
MEM 1003.812500 1522631503.7931
MEM 1003.812500 1522631503.8933
MEM 1005.687500 1522631503.9935
MEM 1006.875000 1522631504.0938
MEM 1009.937500 1522631504.1942
MEM 1010.312500 1522631504.2945
MEM 1012.437500 1522631504.3950
MEM 1014.250000 1522631504.4953
MEM 1014.625000 1522631504.5957
MEM 1014.562500 1522631504.6960
MEM 1014.562500 1522631504.7964
MEM 1016.562500 1522631504.8968
MEM 1017.500000 1522631504.9971
MEM 1018.312500 1522631505.0973
MEM 1018.937500 1522631505.1977
MEM 1020.937500 1522631505.2980
MEM 1021.625000 1522631505.3983
MEM 1023.687500 1522631505.4986
MEM 1024.312500 1522631505.5989
MEM 1024.687500 1522631505.6991
MEM 1026.500000 1522631505.7993
MEM 1028.000000 1522631505.8995
MEM 1029.812500 1522631505.9997
MEM 1031.062500 1522631506.1000
MEM 1032.875000 1522631506.2001
MEM 1034.500000 1522631506.3003
MEM 1036.000000 1522631506.4006
MEM 1036.937500 1522631506.5009
MEM 1036.937500 1522631506.6012
MEM 1038.625000 1522631506.7015
MEM 1040.062500 1522631506.8017
MEM 1041.312500 1522631506.9020
MEM 1042.125000 1522631507.0022
MEM 1042.125000 1522631507.1025
MEM 1044.500000 1522631507.2028
MEM 1045.312500 1522631507.3030
MEM 1046.062500 1522631507.4033
MEM 1047.250000 1522631507.5036
MEM 1048.312500 1522631507.6039
MEM 1049.187500 1522631507.7042
MEM 1049.812500 1522631507.8045
MEM 1051.312500 1522631507.9048
MEM 1052.250000 1522631508.0051
MEM 1053.937500 1522631508.1054
MEM 1054.812500 1522631508.2057
MEM 1056.312500 1522631508.3060
MEM 1057.125000 1522631508.4062
MEM 1058.437500 1522631508.5064
MEM 1059.875000 1522631508.6067
MEM 1061.312500 1522631508.7070
MEM 1061.812500 1522631508.8073
MEM 1062.812500 1522631508.9076
MEM 1063.937500 1522631509.0078
MEM 1065.250000 1522631509.1081
MEM 1066.500000 1522631509.2084
MEM 1066.625000 1522631509.3087
MEM 1067.812500 1522631509.4089
MEM 1069.562500 1522631509.5093
MEM 1071.187500 1522631509.6096
MEM 1071.687500 1522631509.7098
MEM 1073.375000 1522631509.8102
MEM 1074.062500 1522631509.9105
MEM 1075.062500 1522631510.0109
MEM 1076.187500 1522631510.1112
MEM 1077.062500 1522631510.2115
MEM 1078.687500 1522631510.3117
MEM 1078.687500 1522631510.4120
MEM 1078.687500 1522631510.5124
MEM 1082.500000 1522631510.6127
MEM 1082.500000 1522631510.7130
MEM 1078.375000 1522631510.8133
MEM 1079.062500 1522631510.9135
MEM 1080.687500 1522631511.0138
MEM 1080.687500 1522631511.1142
MEM 1082.875000 1522631511.2147
MEM 1083.312500 1522631511.3150
MEM 1083.312500 1522631511.4152
MEM 1084.062500 1522631511.5156
MEM 1085.750000 1522631511.6160
MEM 1086.062500 1522631511.7164
MEM 1086.625000 1522631511.8170
MEM 1086.687500 1522631511.9174
MEM 1088.062500 1522631512.0177
MEM 1088.062500 1522631512.1181
MEM 1089.687500 1522631512.2186
MEM 1089.562500 1522631512.3190
MEM 1091.375000 1522631512.4195
MEM 1091.937500 1522631512.5198
MEM 1092.562500 1522631512.6202
MEM 1093.500000 1522631512.7209
MEM 1094.562500 1522631512.8213
MEM 1095.000000 1522631512.9218
MEM 1096.625000 1522631513.0225
MEM 1096.812500 1522631513.1229
MEM 1098.125000 1522631513.2232
MEM 1099.500000 1522631513.3235
MEM 1099.500000 1522631513.4238
MEM 1100.812500 1522631513.5241
MEM 1102.312500 1522631513.6243
MEM 1102.312500 1522631513.7246
MEM 1103.062500 1522631513.8249
MEM 1103.812500 1522631513.9251
MEM 1104.312500 1522631514.0253
MEM 1105.562500 1522631514.1255
MEM 1106.625000 1522631514.2258
MEM 1107.687500 1522631514.3261
MEM 1108.562500 1522631514.4264
MEM 1109.375000 1522631514.5267
MEM 1110.687500 1522631514.6271
MEM 1110.687500 1522631514.7273
MEM 1110.687500 1522631514.8276
MEM 1113.250000 1522631514.9279
MEM 1114.062500 1522631515.0281
MEM 1115.312500 1522631515.1283
MEM 1115.312500 1522631515.2286
MEM 1115.875000 1522631515.3289
MEM 1117.625000 1522631515.4292
MEM 1117.625000 1522631515.5295
MEM 1118.812500 1522631515.6298
MEM 1120.312500 1522631515.7300
MEM 1120.562500 1522631515.8303
MEM 1121.875000 1522631515.9306
MEM 1123.062500 1522631516.0309
MEM 1123.625000 1522631516.1312
MEM 1124.562500 1522631516.2315
MEM 1125.812500 1522631516.3318
MEM 1127.250000 1522631516.4321
MEM 1127.687500 1522631516.5323
MEM 1128.875000 1522631516.6326
MEM 1129.500000 1522631516.7328
MEM 1130.312500 1522631516.8332
MEM 1131.687500 1522631516.9336
MEM 1131.687500 1522631517.0339
MEM 1131.687500 1522631517.1342
MEM 1131.687500 1522631517.2346
MEM 1134.312500 1522631517.3349
MEM 1135.687500 1522631517.4353
MEM 1136.437500 1522631517.5357
MEM 1137.125000 1522631517.6360
MEM 1137.812500 1522631517.7363
MEM 1138.750000 1522631517.8365
MEM 1139.125000 1522631517.9370
MEM 1141.812500 1522631518.0374
MEM 1140.687500 1522631518.1377
MEM 1141.500000 1522631518.2381
MEM 1142.125000 1522631518.3384
MEM 1142.125000 1522631518.4388
MEM 1143.312500 1522631518.5391
MEM 1143.875000 1522631518.6395
MEM 1146.875000 1522631518.7399
MEM 1147.562500 1522631518.8403
MEM 1148.687500 1522631518.9407
MEM 1149.250000 1522631519.0411
MEM 1149.750000 1522631519.1413
MEM 1150.437500 1522631519.2416
MEM 1150.437500 1522631519.3420
MEM 1151.312500 1522631519.4424
MEM 1153.125000 1522631519.5429
MEM 1153.125000 1522631519.6433
MEM 1153.125000 1522631519.7439
MEM 1153.125000 1522631519.8442
MEM 1158.562500 1522631519.9445
MEM 1158.562500 1522631520.0450
MEM 1153.062500 1522631520.1455
MEM 1153.062500 1522631520.2459
MEM 1154.562500 1522631520.3465
MEM 1155.750000 1522631520.4470
MEM 1156.437500 1522631520.5474
MEM 1157.375000 1522631520.6477
MEM 1158.312500 1522631520.7481
MEM 1160.125000 1522631520.8485
MEM 1159.687500 1522631520.9490
MEM 1160.750000 1522631521.0494
MEM 1160.750000 1522631521.1499
MEM 1160.750000 1522631521.2502
MEM 1166.125000 1522631521.3504
MEM 1165.812500 1522631521.4507
MEM 1166.812500 1522631521.5510
MEM 1168.937500 1522631521.6514
MEM 1170.812500 1522631521.7517
MEM 1172.062500 1522631521.8521
MEM 1172.062500 1522631521.9524
MEM 1172.875000 1522631522.0526
MEM 1173.875000 1522631522.1529
MEM 1173.875000 1522631522.2532
MEM 1175.312500 1522631522.3534
MEM 1176.625000 1522631522.4537
MEM 1176.125000 1522631522.5540
MEM 1177.750000 1522631522.6542
MEM 1178.437500 1522631522.7544
MEM 1180.125000 1522631522.8547
MEM 1178.625000 1522631522.9550
MEM 1179.375000 1522631523.0552
MEM 1179.375000 1522631523.1554
MEM 1180.562500 1522631523.2556
MEM 1180.562500 1522631523.3558
MEM 1181.500000 1522631523.4560
MEM 1183.312500 1522631523.5562
MEM 1183.000000 1522631523.6564
MEM 1183.000000 1522631523.7567
MEM 1183.000000 1522631523.8569
MEM 1185.750000 1522631523.9572
MEM 1186.687500 1522631524.0574
MEM 1186.687500 1522631524.1576
MEM 1188.000000 1522631524.2578
MEM 1188.812500 1522631524.3581
MEM 1188.812500 1522631524.4586
MEM 1189.812500 1522631524.5590
MEM 1190.937500 1522631524.6593
MEM 1190.500000 1522631524.7596
MEM 1191.937500 1522631524.8599
MEM 1192.437500 1522631524.9602
MEM 1192.437500 1522631525.0604
MEM 1193.375000 1522631525.1608
MEM 1193.750000 1522631525.2612
MEM 1194.812500 1522631525.3616
MEM 1195.312500 1522631525.4620
MEM 1197.187500 1522631525.5623
MEM 1196.312500 1522631525.6626
MEM 1197.937500 1522631525.7630
MEM 1198.375000 1522631525.8633
MEM 1199.812500 1522631525.9635
MEM 1200.812500 1522631526.0639
MEM 1201.187500 1522631526.1642
MEM 1201.500000 1522631526.2645
MEM 1202.125000 1522631526.3648
MEM 1203.375000 1522631526.4652
MEM 1203.375000 1522631526.5655
MEM 1204.375000 1522631526.6657
MEM 1204.625000 1522631526.7661
MEM 1204.625000 1522631526.8664
MEM 1207.875000 1522631526.9667
MEM 1207.375000 1522631527.0669
MEM 1208.687500 1522631527.1673
MEM 1209.812500 1522631527.2678
MEM 1209.437500 1522631527.3682
MEM 1209.750000 1522631527.4686
MEM 1209.750000 1522631527.5687
MEM 1210.812500 1522631527.6689
MEM 1212.187500 1522631527.7693
MEM 1211.937500 1522631527.8697
MEM 1213.687500 1522631527.9700
MEM 1213.687500 1522631528.0703
MEM 1214.812500 1522631528.1706
MEM 1215.562500 1522631528.2709
MEM 1216.812500 1522631528.3712
MEM 1216.812500 1522631528.4716
MEM 1217.687500 1522631528.5720
MEM 1218.187500 1522631528.6724
MEM 1219.187500 1522631528.7728
MEM 1218.562500 1522631528.8731
MEM 1220.062500 1522631528.9735
MEM 1220.062500 1522631529.0739
MEM 1220.562500 1522631529.1743
MEM 1221.875000 1522631529.2746
MEM 1221.875000 1522631529.3750
MEM 1221.875000 1522631529.4751
MEM 1225.500000 1522631529.5753
MEM 1225.500000 1522631529.6757
MEM 1222.312500 1522631529.7761
MEM 1222.375000 1522631529.8765
MEM 1224.312500 1522631529.9769
MEM 1223.937500 1522631530.0772
MEM 1224.812500 1522631530.1776
MEM 1225.312500 1522631530.2780
MEM 1226.062500 1522631530.3784
MEM 1227.812500 1522631530.4787
MEM 1227.500000 1522631530.5790
MEM 1227.500000 1522631530.6794
MEM 1227.500000 1522631530.7798
MEM 1228.375000 1522631530.8802
MEM 1229.000000 1522631530.9805
MEM 1230.937500 1522631531.0809
MEM 1230.062500 1522631531.1814
MEM 1230.062500 1522631531.2819
MEM 1230.875000 1522631531.3823
MEM 1230.875000 1522631531.4827
MEM 1230.875000 1522631531.5830
MEM 1230.875000 1522631531.6832
MEM 1234.750000 1522631531.7836
MEM 1234.375000 1522631531.8840
MEM 1235.062500 1522631531.9843
MEM 1235.062500 1522631532.0845
MEM 1236.437500 1522631532.1849
MEM 1238.187500 1522631532.2852
MEM 1238.062500 1522631532.3855
MEM 1238.437500 1522631532.4857
MEM 1238.437500 1522631532.5861
MEM 1239.812500 1522631532.6865
MEM 1241.125000 1522631532.7869
MEM 1240.937500 1522631532.8872
MEM 1241.250000 1522631532.9877
MEM 1241.250000 1522631533.0880
MEM 1242.562500 1522631533.1884
MEM 1242.562500 1522631533.2886
MEM 1244.562500 1522631533.3888
MEM 1244.875000 1522631533.4890
MEM 1245.000000 1522631533.5892
MEM 1245.500000 1522631533.6894
MEM 1244.687500 1522631533.7896
MEM 1245.562500 1522631533.8898
MEM 1246.062500 1522631533.9899
MEM 1246.625000 1522631534.0901
MEM 1248.187500 1522631534.1903
MEM 1248.500000 1522631534.2905
MEM 1249.375000 1522631534.3907
MEM 1249.312500 1522631534.4909
MEM 1249.750000 1522631534.5911
MEM 1250.812500 1522631534.6913
MEM 1251.562500 1522631534.7916
MEM 1251.562500 1522631534.8918
MEM 1251.562500 1522631534.9920
MEM 1251.562500 1522631535.0923
MEM 1251.562500 1522631535.1925
MEM 1251.562500 1522631535.2927
MEM 1251.562500 1522631535.3929
MEM 1255.937500 1522631535.4931
MEM 1255.937500 1522631535.5933
MEM 1252.750000 1522631535.6936
MEM 1253.062500 1522631535.7939
MEM 1253.875000 1522631535.8942
MEM 1253.875000 1522631535.9944
MEM 1256.500000 1522631536.0947
MEM 1256.187500 1522631536.1949
MEM 1256.187500 1522631536.2953
MEM 1257.625000 1522631536.3956
MEM 1258.125000 1522631536.4959
MEM 1258.875000 1522631536.5961
MEM 1260.375000 1522631536.6964
MEM 1260.500000 1522631536.7968
MEM 1260.937500 1522631536.8972
MEM 1260.937500 1522631536.9975
MEM 1262.937500 1522631537.0977
MEM 1262.500000 1522631537.1981
MEM 1262.500000 1522631537.2984
MEM 1264.062500 1522631537.3988
MEM 1264.187500 1522631537.4992
MEM 1264.187500 1522631537.5996
MEM 1265.062500 1522631537.6999
MEM 1265.062500 1522631537.8003
MEM 1266.187500 1522631537.9007
MEM 1266.937500 1522631538.0012
MEM 1267.750000 1522631538.1015
MEM 1268.125000 1522631538.2018
MEM 1268.125000 1522631538.3020
MEM 1268.125000 1522631538.4023
MEM 1273.062500 1522631538.5027
MEM 1273.062500 1522631538.6030
MEM 1271.937500 1522631538.7036
MEM 1271.812500 1522631538.8039
MEM 1273.312500 1522631538.9042
MEM 1273.500000 1522631539.0046
MEM 1273.500000 1522631539.1049
MEM 1273.500000 1522631539.2051
MEM 1274.937500 1522631539.3055
MEM 1276.500000 1522631539.4057
MEM 1276.125000 1522631539.5060
MEM 1278.250000 1522631539.6063
MEM 1280.375000 1522631539.7065
MEM 1281.750000 1522631539.8069
MEM 1283.812500 1522631539.9072
MEM 1286.375000 1522631540.0075
MEM 1287.750000 1522631540.1078
MEM 1288.875000 1522631540.2082
MEM 1290.187500 1522631540.3085
MEM 1290.062500 1522631540.4088
MEM 1290.812500 1522631540.5091
MEM 1292.000000 1522631540.6093
MEM 1291.562500 1522631540.7095
MEM 1292.187500 1522631540.8098
MEM 1293.562500 1522631540.9101
MEM 1293.562500 1522631541.0104
MEM 1295.312500 1522631541.1107
MEM 1296.500000 1522631541.2111
MEM 1296.500000 1522631541.3115
MEM 1300.062500 1522631541.4118
MEM 1298.312500 1522631541.5121
MEM 1299.625000 1522631541.6125
MEM 1300.625000 1522631541.7127
MEM 1301.687500 1522631541.8129
MEM 1302.750000 1522631541.9131
MEM 1303.375000 1522631542.0134
MEM 1303.375000 1522631542.1137
MEM 1304.750000 1522631542.2140
MEM 1306.812500 1522631542.3143
MEM 1307.312500 1522631542.4146
MEM 1308.062500 1522631542.5148
MEM 1309.687500 1522631542.6152
MEM 1310.812500 1522631542.7155
MEM 1311.687500 1522631542.8159
MEM 1312.312500 1522631542.9161
MEM 1313.687500 1522631543.0164
MEM 1314.812500 1522631543.1168
MEM 1315.500000 1522631543.2171
MEM 1315.500000 1522631543.3174
MEM 1317.000000 1522631543.4177
MEM 1317.437500 1522631543.5180
MEM 1318.750000 1522631543.6182
MEM 1319.875000 1522631543.7185
MEM 1319.875000 1522631543.8188
MEM 1321.750000 1522631543.9191
MEM 1322.812500 1522631544.0193
MEM 1323.687500 1522631544.1196
MEM 1325.437500 1522631544.2199
MEM 1326.062500 1522631544.3202
MEM 1326.875000 1522631544.4205
MEM 1328.437500 1522631544.5208
MEM 1328.875000 1522631544.6210
MEM 1330.000000 1522631544.7213
MEM 1330.000000 1522631544.8215
MEM 1334.812500 1522631544.9218
MEM 1331.312500 1522631545.0222
MEM 1334.687500 1522631545.1226
MEM 1332.750000 1522631545.2230
MEM 1334.687500 1522631545.3235
MEM 1334.812500 1522631545.4238
MEM 1335.687500 1522631545.5243
MEM 1336.250000 1522631545.6246
MEM 1337.562500 1522631545.7249
MEM 1337.812500 1522631545.8251
MEM 1339.625000 1522631545.9254
MEM 1340.437500 1522631546.0256
MEM 1341.937500 1522631546.1257
MEM 1342.625000 1522631546.2260
MEM 1343.625000 1522631546.3263
MEM 1344.187500 1522631546.4267
MEM 1344.875000 1522631546.5270
MEM 1346.562500 1522631546.6273
MEM 1347.187500 1522631546.7277
MEM 1348.500000 1522631546.8280
MEM 1348.375000 1522631546.9284
MEM 1349.250000 1522631547.0287
MEM 1349.812500 1522631547.1290
MEM 1350.687500 1522631547.2294
MEM 1352.562500 1522631547.3297
MEM 1352.812500 1522631547.4299
MEM 1343.875000 1522631547.5303
MEM 1294.125000 1522631547.6306
MEM 1241.125000 1522631547.7309
MEM 1189.875000 1522631547.8312
MEM 1134.375000 1522631547.9314
MEM 1078.125000 1522631548.0316
MEM 1022.875000 1522631548.1320
MEM 980.875000 1522631548.2326
MEM 859.500000 1522631548.3333
MEM 878.437500 1522631548.4338
MEM 884.312500 1522631548.5345
MEM 884.312500 1522631548.6352
MEM 916.375000 1522631548.7359
MEM 916.375000 1522631548.8366
MEM 916.375000 1522631548.9373
MEM 916.375000 1522631549.0379
MEM 978.500000 1522631549.1386
MEM 948.375000 1522631549.2392
MEM 948.375000 1522631549.3397
MEM 948.375000 1522631549.4401
MEM 948.375000 1522631549.5403
MEM 948.375000 1522631549.6407
MEM 948.375000 1522631549.7411
MEM 948.375000 1522631549.8414
MEM 948.375000 1522631549.9418
MEM 948.375000 1522631550.0422
MEM 1070.812500 1522631550.1426
MEM 1070.812500 1522631550.2431
MEM 1073.687500 1522631550.3434
MEM 1010.312500 1522631550.4443
MEM 1012.375000 1522631550.5451
MEM 1013.937500 1522631550.6455
MEM 1016.062500 1522631550.7459
MEM 1017.687500 1522631550.8463
MEM 1019.812500 1522631550.9466
MEM 1021.375000 1522631551.0470
MEM 1023.437500 1522631551.1474
MEM 1040.562500 1522631551.2477
MEM 1040.812500 1522631551.3479
MEM 1040.812500 1522631551.4482
MEM 1040.812500 1522631551.5486
MEM 1040.812500 1522631551.6490
MEM 1040.812500 1522631551.7495
MEM 1040.812500 1522631551.8499
MEM 1040.812500 1522631551.9502
MEM 1040.812500 1522631552.0506
MEM 1040.812500 1522631552.1509
MEM 1132.500000 1522631552.2514
MEM 1295.687500 1522631552.3517
MEM 1295.687500 1522631552.4521
MEM 1295.687500 1522631552.5524
MEM 1295.687500 1522631552.6528
MEM 1295.687500 1522631552.7532
MEM 1168.812500 1522631552.8537
MEM 1168.937500 1522631552.9539
MEM 1170.500000 1522631553.0543
MEM 1171.625000 1522631553.1545
MEM 1173.250000 1522631553.2549
MEM 1174.750000 1522631553.3553
MEM 1178.562500 1522631553.4555
MEM 1182.437500 1522631553.5560
MEM 1469.187500 1522631553.6563
MEM 1387.875000 1522631553.7567
MEM 1387.875000 1522631553.8571
MEM 1347.750000 1522631553.9573
MEM 1009.500000 1522631554.0576
MEM 968.625000 1522631554.1580
MEM 968.625000 1522631554.2584
MEM 968.625000 1522631554.3588
MEM 968.812500 1522631554.4593
MEM 968.812500 1522631554.5596
MEM 968.812500 1522631554.6600
MEM 968.812500 1522631554.7604
MEM 968.812500 1522631554.8608
MEM 968.812500 1522631554.9612
MEM 968.812500 1522631555.0616
MEM 968.812500 1522631555.1620
MEM 968.812500 1522631555.2624
MEM 968.812500 1522631555.3628
MEM 968.812500 1522631555.4632
MEM 968.812500 1522631555.5638
MEM 968.812500 1522631555.6641
MEM 968.812500 1522631555.7645
MEM 968.812500 1522631555.8649
MEM 968.812500 1522631555.9651
MEM 968.812500 1522631556.0655
MEM 968.812500 1522631556.1658
MEM 968.812500 1522631556.2663
MEM 968.812500 1522631556.3666
MEM 968.812500 1522631556.4668
MEM 968.812500 1522631556.5672
MEM 968.812500 1522631556.6676
MEM 968.812500 1522631556.7682
MEM 971.187500 1522631556.8686
MEM 971.187500 1522631556.9691
MEM 971.187500 1522631557.0694
MEM 969.625000 1522631557.1697
MEM 969.625000 1522631557.2700
MEM 969.625000 1522631557.3703
MEM 969.625000 1522631557.4705
MEM 969.625000 1522631557.5709
MEM 969.625000 1522631557.6713
MEM 969.625000 1522631557.7717
MEM 969.625000 1522631557.8721
MEM 969.625000 1522631557.9725
MEM 969.625000 1522631558.0729
MEM 969.625000 1522631558.1733
MEM 969.625000 1522631558.2737
MEM 969.625000 1522631558.3740
MEM 969.625000 1522631558.4743
MEM 969.625000 1522631558.5746
MEM 969.625000 1522631558.6750
MEM 969.625000 1522631558.7753
MEM 969.625000 1522631558.8756
MEM 969.625000 1522631558.9761
MEM 969.625000 1522631559.0763
MEM 970.312500 1522631559.1765
MEM 970.625000 1522631559.2769
MEM 970.625000 1522631559.3772
MEM 972.000000 1522631559.4775
MEM 972.250000 1522631559.5778
MEM 972.250000 1522631559.6782
MEM 972.937500 1522631559.7785
MEM 974.000000 1522631559.8789
MEM 974.000000 1522631559.9792
MEM 974.625000 1522631560.0795
MEM 975.500000 1522631560.1798
MEM 977.687500 1522631560.2802
MEM 978.312500 1522631560.3806
MEM 978.750000 1522631560.4808
MEM 979.562500 1522631560.5811
MEM 980.687500 1522631560.6814
MEM 980.687500 1522631560.7818
MEM 980.687500 1522631560.8820
MEM 982.125000 1522631560.9823
MEM 983.125000 1522631561.0826
MEM 983.812500 1522631561.1830
MEM 984.812500 1522631561.2833
MEM 985.500000 1522631561.3836
MEM 985.312500 1522631561.4839
MEM 986.562500 1522631561.5842
MEM 987.625000 1522631561.6844
MEM 987.625000 1522631561.7847
MEM 988.500000 1522631561.8851
MEM 990.750000 1522631561.9855
MEM 990.750000 1522631562.0859
MEM 989.937500 1522631562.1862
MEM 991.062500 1522631562.2866
MEM 991.375000 1522631562.3871
MEM 991.687500 1522631562.4875
MEM 991.687500 1522631562.5878
MEM 992.937500 1522631562.6882
MEM 994.375000 1522631562.7886
MEM 994.875000 1522631562.8889
MEM 995.125000 1522631562.9893
MEM 995.812500 1522631563.0896
MEM 996.625000 1522631563.1899
MEM 997.125000 1522631563.2903
MEM 998.812500 1522631563.3907
MEM 998.000000 1522631563.4910
MEM 998.000000 1522631563.5914
MEM 1000.437500 1522631563.6918
