CMDLINE /home/r0b00sj/.conda/envs/capstone/bin/python fit_gensim_lda.py
MEM 212.875000 1522631217.0868
MEM 212.875000 1522631217.1871
MEM 212.875000 1522631217.2873
MEM 212.875000 1522631217.3875
MEM 212.875000 1522631217.4878
MEM 212.875000 1522631217.5880
MEM 212.875000 1522631217.6882
MEM 212.875000 1522631217.7884
MEM 213.937500 1522631217.8887
MEM 213.937500 1522631217.9889
MEM 213.937500 1522631218.0892
MEM 213.937500 1522631218.1894
MEM 213.937500 1522631218.2896
MEM 213.937500 1522631218.3898
MEM 213.937500 1522631218.4901
MEM 213.937500 1522631218.5903
MEM 213.937500 1522631218.6906
MEM 213.937500 1522631218.7908
MEM 213.937500 1522631218.8910
MEM 213.937500 1522631218.9912
MEM 213.937500 1522631219.0915
MEM 213.937500 1522631219.1917
MEM 213.937500 1522631219.2919
MEM 213.937500 1522631219.3922
MEM 213.937500 1522631219.4924
MEM 213.937500 1522631219.5926
MEM 213.937500 1522631219.6928
MEM 213.937500 1522631219.7931
MEM 213.937500 1522631219.8933
MEM 213.937500 1522631219.9935
MEM 213.937500 1522631220.0938
MEM 213.937500 1522631220.1940
MEM 213.937500 1522631220.2942
MEM 213.937500 1522631220.3944
MEM 213.937500 1522631220.4947
MEM 213.937500 1522631220.5949
MEM 213.937500 1522631220.6951
MEM 213.937500 1522631220.7954
MEM 213.937500 1522631220.8956
MEM 213.937500 1522631220.9958
MEM 213.937500 1522631221.0960
MEM 213.937500 1522631221.1963
MEM 213.937500 1522631221.2965
MEM 213.937500 1522631221.3967
MEM 213.937500 1522631221.4970
MEM 229.937500 1522631221.5972
MEM 231.812500 1522631221.6974
MEM 231.812500 1522631221.7976
MEM 231.812500 1522631221.8979
MEM 231.812500 1522631221.9981
MEM 231.812500 1522631222.0984
MEM 231.812500 1522631222.1986
MEM 231.812500 1522631222.2988
MEM 231.812500 1522631222.3990
MEM 231.812500 1522631222.4993
MEM 231.812500 1522631222.5995
MEM 231.812500 1522631222.6997
MEM 231.812500 1522631222.8000
MEM 231.812500 1522631222.9002
MEM 231.812500 1522631223.0004
MEM 231.812500 1522631223.1007
MEM 231.812500 1522631223.2009
MEM 231.812500 1522631223.3011
MEM 231.812500 1522631223.4013
MEM 231.812500 1522631223.5016
MEM 231.812500 1522631223.6018
MEM 231.812500 1522631223.7020
MEM 231.812500 1522631223.8023
MEM 231.812500 1522631223.9025
MEM 231.812500 1522631224.0027
MEM 231.812500 1522631224.1029
MEM 231.812500 1522631224.2032
MEM 231.812500 1522631224.3034
MEM 231.812500 1522631224.4036
MEM 231.812500 1522631224.5039
MEM 231.812500 1522631224.6041
MEM 231.812500 1522631224.7043
MEM 231.812500 1522631224.8046
MEM 231.812500 1522631224.9048
MEM 231.812500 1522631225.0050
MEM 231.812500 1522631225.1052
MEM 231.812500 1522631225.2055
MEM 231.812500 1522631225.3057
MEM 231.812500 1522631225.4059
MEM 231.812500 1522631225.5062
MEM 231.812500 1522631225.6064
MEM 231.812500 1522631225.7066
MEM 231.812500 1522631225.8069
MEM 231.812500 1522631225.9071
MEM 231.812500 1522631226.0073
MEM 231.812500 1522631226.1076
MEM 231.812500 1522631226.2078
MEM 231.812500 1522631226.3080
MEM 231.812500 1522631226.4082
MEM 231.812500 1522631226.5085
MEM 231.812500 1522631226.6087
MEM 231.812500 1522631226.7089
MEM 231.812500 1522631226.8092
MEM 231.812500 1522631226.9094
MEM 231.812500 1522631227.0096
MEM 231.812500 1522631227.1099
MEM 231.812500 1522631227.2101
MEM 231.812500 1522631227.3103
MEM 231.812500 1522631227.4106
MEM 231.812500 1522631227.5108
MEM 231.812500 1522631227.6110
MEM 231.812500 1522631227.7112
MEM 231.812500 1522631227.8115
MEM 231.812500 1522631227.9117
MEM 231.812500 1522631228.0119
MEM 231.812500 1522631228.1122
MEM 231.812500 1522631228.2124
MEM 231.812500 1522631228.3127
MEM 231.812500 1522631228.4129
MEM 231.812500 1522631228.5131
MEM 231.812500 1522631228.6134
MEM 231.812500 1522631228.7136
MEM 231.812500 1522631228.8138
MEM 231.812500 1522631228.9140
MEM 231.812500 1522631229.0143
MEM 231.812500 1522631229.1145
MEM 231.812500 1522631229.2147
MEM 231.812500 1522631229.3150
MEM 231.812500 1522631229.4152
MEM 231.812500 1522631229.5154
MEM 231.812500 1522631229.6156
MEM 231.812500 1522631229.7159
MEM 231.812500 1522631229.8161
MEM 231.812500 1522631229.9163
MEM 231.812500 1522631230.0166
MEM 231.812500 1522631230.1168
MEM 231.812500 1522631230.2170
MEM 231.812500 1522631230.3173
MEM 231.812500 1522631230.4175
MEM 231.812500 1522631230.5177
MEM 231.812500 1522631230.6179
MEM 231.812500 1522631230.7182
MEM 231.812500 1522631230.8184
MEM 231.812500 1522631230.9186
MEM 231.812500 1522631231.0189
MEM 231.812500 1522631231.1191
MEM 231.812500 1522631231.2193
MEM 231.812500 1522631231.3196
MEM 231.812500 1522631231.4198
MEM 231.812500 1522631231.5200
MEM 231.812500 1522631231.6202
MEM 231.812500 1522631231.7205
MEM 231.812500 1522631231.8207
MEM 231.812500 1522631231.9209
MEM 231.812500 1522631232.0212
MEM 231.812500 1522631232.1214
MEM 231.812500 1522631232.2216
MEM 231.812500 1522631232.3218
MEM 231.812500 1522631232.4221
MEM 231.812500 1522631232.5223
MEM 231.812500 1522631232.6225
MEM 231.812500 1522631232.7228
MEM 231.812500 1522631232.8230
MEM 231.812500 1522631232.9232
MEM 231.812500 1522631233.0235
MEM 231.812500 1522631233.1237
MEM 231.812500 1522631233.2239
MEM 231.812500 1522631233.3242
MEM 231.812500 1522631233.4244
MEM 231.812500 1522631233.5246
MEM 231.812500 1522631233.6249
MEM 231.812500 1522631233.7251
MEM 231.812500 1522631233.8253
MEM 231.812500 1522631233.9255
MEM 231.812500 1522631234.0258
MEM 231.812500 1522631234.1260
MEM 231.812500 1522631234.2262
MEM 231.812500 1522631234.3265
MEM 231.812500 1522631234.4267
MEM 231.812500 1522631234.5269
MEM 231.812500 1522631234.6271
MEM 231.812500 1522631234.7274
MEM 231.812500 1522631234.8276
MEM 231.812500 1522631234.9278
MEM 231.812500 1522631235.0281
MEM 231.812500 1522631235.1283
MEM 231.812500 1522631235.2285
MEM 231.812500 1522631235.3288
MEM 231.812500 1522631235.4290
MEM 231.812500 1522631235.5292
MEM 231.812500 1522631235.6294
MEM 231.812500 1522631235.7297
MEM 231.812500 1522631235.8299
MEM 231.812500 1522631235.9302
MEM 231.812500 1522631236.0304
MEM 231.812500 1522631236.1306
MEM 231.812500 1522631236.2308
MEM 231.812500 1522631236.3311
MEM 231.812500 1522631236.4313
MEM 231.812500 1522631236.5315
MEM 231.812500 1522631236.6318
MEM 231.812500 1522631236.7320
MEM 231.812500 1522631236.8322
MEM 231.812500 1522631236.9324
MEM 231.812500 1522631237.0327
MEM 231.812500 1522631237.1329
MEM 231.812500 1522631237.2331
MEM 231.812500 1522631237.3334
MEM 231.812500 1522631237.4336
MEM 231.812500 1522631237.5338
MEM 231.812500 1522631237.6341
MEM 231.812500 1522631237.7343
MEM 231.812500 1522631237.8345
MEM 231.812500 1522631237.9348
MEM 231.812500 1522631238.0350
MEM 231.812500 1522631238.1352
MEM 231.812500 1522631238.2354
MEM 231.812500 1522631238.3357
MEM 231.812500 1522631238.4360
MEM 231.812500 1522631238.5362
MEM 231.812500 1522631238.6364
MEM 231.812500 1522631238.7367
MEM 231.812500 1522631238.8369
MEM 231.812500 1522631238.9371
MEM 231.812500 1522631239.0373
MEM 231.812500 1522631239.1376
MEM 231.812500 1522631239.2378
MEM 231.812500 1522631239.3380
MEM 231.812500 1522631239.4383
MEM 231.812500 1522631239.5385
MEM 231.812500 1522631239.6387
MEM 231.812500 1522631239.7389
MEM 231.812500 1522631239.8392
MEM 231.812500 1522631239.9394
MEM 231.812500 1522631240.0396
MEM 231.812500 1522631240.1399
MEM 231.812500 1522631240.2401
MEM 231.812500 1522631240.3403
MEM 231.812500 1522631240.4405
MEM 231.812500 1522631240.5408
MEM 231.812500 1522631240.6410
MEM 231.812500 1522631240.7412
MEM 231.812500 1522631240.8415
MEM 231.812500 1522631240.9417
MEM 231.812500 1522631241.0419
MEM 231.812500 1522631241.1422
MEM 231.812500 1522631241.2424
MEM 231.812500 1522631241.3426
MEM 231.812500 1522631241.4428
MEM 231.812500 1522631241.5431
MEM 231.812500 1522631241.6433
MEM 231.812500 1522631241.7435
MEM 231.812500 1522631241.8438
MEM 231.812500 1522631241.9440
MEM 231.812500 1522631242.0442
MEM 231.812500 1522631242.1444
MEM 231.812500 1522631242.2447
MEM 231.812500 1522631242.3449
MEM 231.812500 1522631242.4451
MEM 231.812500 1522631242.5454
MEM 231.812500 1522631242.6456
MEM 231.812500 1522631242.7458
MEM 231.812500 1522631242.8460
MEM 231.812500 1522631242.9463
MEM 231.812500 1522631243.0465
MEM 231.812500 1522631243.1467
MEM 231.812500 1522631243.2470
MEM 231.812500 1522631243.3472
MEM 231.812500 1522631243.4474
MEM 231.812500 1522631243.5477
MEM 231.812500 1522631243.6479
MEM 231.812500 1522631243.7481
MEM 231.812500 1522631243.8484
MEM 231.812500 1522631243.9486
MEM 231.812500 1522631244.0488
MEM 231.812500 1522631244.1490
MEM 231.812500 1522631244.2493
MEM 231.812500 1522631244.3495
MEM 231.812500 1522631244.4497
MEM 231.812500 1522631244.5500
MEM 231.812500 1522631244.6502
MEM 231.812500 1522631244.7504
MEM 231.812500 1522631244.8507
MEM 231.812500 1522631244.9509
MEM 231.812500 1522631245.0511
MEM 231.812500 1522631245.1513
MEM 231.812500 1522631245.2516
MEM 231.812500 1522631245.3518
MEM 231.812500 1522631245.4520
MEM 231.812500 1522631245.5523
MEM 231.812500 1522631245.6525
MEM 231.812500 1522631245.7527
MEM 231.812500 1522631245.8529
MEM 231.812500 1522631245.9532
MEM 231.812500 1522631246.0534
MEM 231.812500 1522631246.1536
MEM 231.812500 1522631246.2539
MEM 231.812500 1522631246.3541
MEM 231.812500 1522631246.4543
MEM 231.812500 1522631246.5546
MEM 231.812500 1522631246.6548
MEM 231.812500 1522631246.7550
MEM 231.812500 1522631246.8553
MEM 231.812500 1522631246.9555
MEM 231.812500 1522631247.0557
MEM 231.812500 1522631247.1559
MEM 231.812500 1522631247.2562
MEM 231.812500 1522631247.3564
MEM 231.812500 1522631247.4566
MEM 231.812500 1522631247.5569
MEM 231.812500 1522631247.6571
MEM 231.812500 1522631247.7573
MEM 231.812500 1522631247.8575
MEM 231.812500 1522631247.9578
MEM 231.812500 1522631248.0580
MEM 231.812500 1522631248.1582
MEM 231.812500 1522631248.2585
MEM 231.812500 1522631248.3587
MEM 231.812500 1522631248.4589
MEM 231.812500 1522631248.5592
MEM 231.812500 1522631248.6594
MEM 231.812500 1522631248.7596
MEM 231.812500 1522631248.8599
MEM 231.812500 1522631248.9601
MEM 231.812500 1522631249.0603
MEM 231.812500 1522631249.1605
MEM 231.812500 1522631249.2608
MEM 231.812500 1522631249.3610
MEM 231.812500 1522631249.4612
MEM 231.812500 1522631249.5615
MEM 231.812500 1522631249.6617
MEM 231.812500 1522631249.7619
MEM 231.812500 1522631249.8622
MEM 231.812500 1522631249.9624
MEM 231.812500 1522631250.0626
MEM 231.812500 1522631250.1629
MEM 231.812500 1522631250.2631
MEM 231.812500 1522631250.3633
MEM 231.812500 1522631250.4635
MEM 231.812500 1522631250.5638
MEM 231.812500 1522631250.6640
MEM 231.812500 1522631250.7642
MEM 231.812500 1522631250.8645
MEM 231.812500 1522631250.9647
MEM 231.812500 1522631251.0649
MEM 231.812500 1522631251.1652
MEM 231.812500 1522631251.2654
MEM 231.812500 1522631251.3656
MEM 231.812500 1522631251.4658
MEM 231.812500 1522631251.5661
MEM 231.812500 1522631251.6663
MEM 231.812500 1522631251.7665
MEM 231.812500 1522631251.8668
MEM 231.812500 1522631251.9670
MEM 231.812500 1522631252.0672
MEM 231.812500 1522631252.1675
MEM 231.812500 1522631252.2677
MEM 231.812500 1522631252.3679
MEM 231.812500 1522631252.4682
MEM 231.812500 1522631252.5684
MEM 231.812500 1522631252.6686
MEM 231.812500 1522631252.7688
MEM 247.812500 1522631252.8691
MEM 247.812500 1522631252.9693
MEM 247.812500 1522631253.0695
MEM 247.812500 1522631253.1698
MEM 247.812500 1522631253.2700
MEM 247.812500 1522631253.3702
MEM 247.812500 1522631253.4705
MEM 247.812500 1522631253.5707
MEM 247.812500 1522631253.6710
MEM 247.812500 1522631253.7712
MEM 247.812500 1522631253.8714
MEM 247.812500 1522631253.9717
MEM 247.812500 1522631254.0719
MEM 247.812500 1522631254.1721
MEM 247.812500 1522631254.2723
MEM 247.812500 1522631254.3726
MEM 247.812500 1522631254.4728
MEM 247.812500 1522631254.5730
MEM 247.812500 1522631254.6733
MEM 247.812500 1522631254.7735
MEM 247.812500 1522631254.8737
MEM 247.812500 1522631254.9739
MEM 247.812500 1522631255.0742
MEM 247.812500 1522631255.1744
MEM 247.812500 1522631255.2746
MEM 247.812500 1522631255.3749
MEM 247.812500 1522631255.4751
MEM 247.812500 1522631255.5753
MEM 247.812500 1522631255.6756
MEM 247.812500 1522631255.7758
MEM 247.812500 1522631255.8760
MEM 247.812500 1522631255.9762
MEM 247.812500 1522631256.0765
MEM 247.812500 1522631256.1767
MEM 247.812500 1522631256.2769
MEM 247.812500 1522631256.3772
MEM 247.812500 1522631256.4774
MEM 247.812500 1522631256.5776
MEM 247.812500 1522631256.6779
MEM 247.812500 1522631256.7781
MEM 247.812500 1522631256.8783
MEM 247.812500 1522631256.9786
MEM 247.812500 1522631257.0788
MEM 247.812500 1522631257.1790
MEM 247.812500 1522631257.2792
MEM 247.812500 1522631257.3795
MEM 247.812500 1522631257.4797
MEM 247.812500 1522631257.5799
MEM 247.812500 1522631257.6802
MEM 247.812500 1522631257.7804
MEM 247.812500 1522631257.8806
MEM 247.812500 1522631257.9808
MEM 247.812500 1522631258.0811
MEM 247.812500 1522631258.1813
MEM 247.812500 1522631258.2815
MEM 247.812500 1522631258.3818
MEM 247.812500 1522631258.4820
MEM 247.812500 1522631258.5822
MEM 247.812500 1522631258.6824
MEM 247.812500 1522631258.7827
MEM 247.812500 1522631258.8829
MEM 247.812500 1522631258.9832
MEM 247.812500 1522631259.0834
MEM 247.812500 1522631259.1836
MEM 247.812500 1522631259.2838
MEM 247.812500 1522631259.3841
MEM 247.812500 1522631259.4843
MEM 247.812500 1522631259.5845
MEM 247.812500 1522631259.6848
MEM 247.812500 1522631259.7850
MEM 247.812500 1522631259.8852
MEM 247.812500 1522631259.9854
MEM 247.812500 1522631260.0857
MEM 247.812500 1522631260.1859
MEM 247.812500 1522631260.2862
MEM 247.812500 1522631260.3864
MEM 247.812500 1522631260.4866
MEM 247.812500 1522631260.5868
MEM 247.812500 1522631260.6871
MEM 247.812500 1522631260.7873
MEM 247.812500 1522631260.8875
MEM 247.812500 1522631260.9878
MEM 247.812500 1522631261.0880
MEM 247.812500 1522631261.1882
MEM 247.812500 1522631261.2884
MEM 247.812500 1522631261.3887
MEM 247.812500 1522631261.4889
MEM 247.812500 1522631261.5891
MEM 247.812500 1522631261.6894
MEM 247.812500 1522631261.7896
MEM 247.812500 1522631261.8898
MEM 247.812500 1522631261.9900
MEM 247.812500 1522631262.0903
MEM 247.812500 1522631262.1905
MEM 247.812500 1522631262.2907
MEM 247.812500 1522631262.3910
MEM 247.812500 1522631262.4912
MEM 247.812500 1522631262.5914
MEM 247.812500 1522631262.6916
MEM 247.812500 1522631262.7919
MEM 247.812500 1522631262.8921
MEM 247.812500 1522631262.9923
MEM 247.812500 1522631263.0926
MEM 247.812500 1522631263.1928
MEM 247.812500 1522631263.2930
MEM 247.812500 1522631263.3933
MEM 247.812500 1522631263.4935
MEM 247.812500 1522631263.5937
MEM 247.812500 1522631263.6939
MEM 247.812500 1522631263.7942
MEM 247.812500 1522631263.8945
MEM 247.812500 1522631263.9947
MEM 247.812500 1522631264.0949
MEM 247.812500 1522631264.1952
MEM 247.812500 1522631264.2954
MEM 247.812500 1522631264.3956
MEM 247.812500 1522631264.4958
MEM 247.812500 1522631264.5961
MEM 247.812500 1522631264.6963
MEM 247.812500 1522631264.7965
MEM 247.812500 1522631264.8968
MEM 247.812500 1522631264.9970
MEM 247.812500 1522631265.0972
MEM 247.812500 1522631265.1975
MEM 247.812500 1522631265.2977
MEM 247.812500 1522631265.3979
MEM 247.812500 1522631265.4982
MEM 247.812500 1522631265.5984
MEM 247.812500 1522631265.6986
MEM 247.812500 1522631265.7988
MEM 247.812500 1522631265.8991
MEM 247.812500 1522631265.9993
MEM 247.812500 1522631266.0995
MEM 247.812500 1522631266.1998
MEM 247.812500 1522631266.3000
MEM 247.812500 1522631266.4002
MEM 247.812500 1522631266.5004
MEM 247.812500 1522631266.6007
MEM 247.812500 1522631266.7009
MEM 247.812500 1522631266.8011
MEM 247.812500 1522631266.9014
MEM 247.812500 1522631267.0016
MEM 247.812500 1522631267.1018
MEM 247.812500 1522631267.2020
MEM 247.812500 1522631267.3023
MEM 247.812500 1522631267.4025
MEM 247.812500 1522631267.5027
MEM 247.812500 1522631267.6030
MEM 247.812500 1522631267.7032
MEM 247.812500 1522631267.8034
MEM 247.812500 1522631267.9036
MEM 247.812500 1522631268.0039
MEM 247.812500 1522631268.1041
MEM 247.812500 1522631268.2043
MEM 247.812500 1522631268.3046
MEM 247.812500 1522631268.4048
MEM 247.812500 1522631268.5050
MEM 247.812500 1522631268.6053
MEM 247.812500 1522631268.7055
MEM 247.812500 1522631268.8057
MEM 247.812500 1522631268.9059
MEM 247.812500 1522631269.0062
MEM 247.812500 1522631269.1064
MEM 247.812500 1522631269.2067
MEM 247.812500 1522631269.3069
MEM 247.812500 1522631269.4071
MEM 247.812500 1522631269.5073
MEM 247.812500 1522631269.6076
MEM 247.812500 1522631269.7078
MEM 247.812500 1522631269.8080
MEM 247.812500 1522631269.9083
MEM 247.812500 1522631270.0085
MEM 247.812500 1522631270.1087
MEM 247.812500 1522631270.2089
MEM 247.812500 1522631270.3092
MEM 247.812500 1522631270.4094
MEM 247.812500 1522631270.5096
MEM 247.812500 1522631270.6099
MEM 247.812500 1522631270.7101
MEM 247.812500 1522631270.8103
MEM 247.812500 1522631270.9106
MEM 247.812500 1522631271.0108
MEM 247.812500 1522631271.1110
MEM 247.812500 1522631271.2113
MEM 247.812500 1522631271.3115
MEM 247.812500 1522631271.4117
MEM 247.812500 1522631271.5119
MEM 247.812500 1522631271.6122
MEM 247.812500 1522631271.7124
MEM 247.812500 1522631271.8126
MEM 247.812500 1522631271.9129
MEM 247.812500 1522631272.0131
MEM 247.812500 1522631272.1133
MEM 247.812500 1522631272.2135
MEM 247.812500 1522631272.3138
MEM 247.812500 1522631272.4140
MEM 247.812500 1522631272.5142
MEM 247.812500 1522631272.6145
MEM 247.812500 1522631272.7147
MEM 247.812500 1522631272.8149
MEM 247.812500 1522631272.9152
MEM 247.812500 1522631273.0154
MEM 247.812500 1522631273.1156
MEM 247.812500 1522631273.2158
MEM 247.812500 1522631273.3161
MEM 247.812500 1522631273.4163
MEM 247.812500 1522631273.5165
MEM 247.812500 1522631273.6168
MEM 247.812500 1522631273.7170
MEM 247.812500 1522631273.8172
MEM 247.812500 1522631273.9174
MEM 247.812500 1522631274.0177
MEM 247.812500 1522631274.1179
MEM 247.812500 1522631274.2182
MEM 247.812500 1522631274.3184
MEM 247.812500 1522631274.4186
MEM 247.812500 1522631274.5189
MEM 247.812500 1522631274.6191
MEM 247.812500 1522631274.7193
MEM 247.812500 1522631274.8196
MEM 247.812500 1522631274.9198
MEM 247.812500 1522631275.0200
MEM 247.812500 1522631275.1202
MEM 247.812500 1522631275.2205
MEM 247.812500 1522631275.3207
MEM 247.812500 1522631275.4209
MEM 247.812500 1522631275.5212
MEM 247.812500 1522631275.6214
MEM 247.812500 1522631275.7216
MEM 247.812500 1522631275.8219
MEM 247.812500 1522631275.9221
MEM 247.812500 1522631276.0223
MEM 247.812500 1522631276.1226
MEM 247.812500 1522631276.2228
MEM 247.812500 1522631276.3230
MEM 247.812500 1522631276.4232
MEM 247.812500 1522631276.5235
MEM 247.812500 1522631276.6237
MEM 247.812500 1522631276.7239
MEM 247.812500 1522631276.8241
MEM 247.812500 1522631276.9244
MEM 247.812500 1522631277.0246
MEM 247.812500 1522631277.1248
MEM 247.812500 1522631277.2251
MEM 247.812500 1522631277.3253
MEM 247.812500 1522631277.4255
MEM 247.812500 1522631277.5258
MEM 247.812500 1522631277.6260
MEM 247.812500 1522631277.7262
MEM 247.812500 1522631277.8264
MEM 247.812500 1522631277.9267
MEM 247.812500 1522631278.0269
MEM 247.812500 1522631278.1271
MEM 247.812500 1522631278.2274
MEM 247.812500 1522631278.3276
MEM 247.812500 1522631278.4278
MEM 247.812500 1522631278.5280
MEM 247.812500 1522631278.6283
MEM 247.812500 1522631278.7285
MEM 247.812500 1522631278.8287
MEM 247.812500 1522631278.9290
MEM 247.812500 1522631279.0292
MEM 247.812500 1522631279.1294
MEM 247.812500 1522631279.2297
MEM 247.812500 1522631279.3299
MEM 247.812500 1522631279.4301
MEM 247.812500 1522631279.5304
MEM 247.812500 1522631279.6306
MEM 247.812500 1522631279.7308
MEM 247.812500 1522631279.8311
MEM 247.812500 1522631279.9313
MEM 247.812500 1522631280.0315
MEM 247.812500 1522631280.1318
MEM 247.812500 1522631280.2320
MEM 247.812500 1522631280.3322
MEM 247.812500 1522631280.4324
MEM 247.812500 1522631280.5327
MEM 247.812500 1522631280.6329
MEM 247.812500 1522631280.7331
MEM 247.812500 1522631280.8334
MEM 247.812500 1522631280.9336
MEM 247.812500 1522631281.0338
MEM 247.812500 1522631281.1340
MEM 247.812500 1522631281.2343
MEM 247.812500 1522631281.3345
MEM 247.812500 1522631281.4347
MEM 247.812500 1522631281.5350
MEM 247.812500 1522631281.6352
MEM 247.812500 1522631281.7354
MEM 247.812500 1522631281.8356
MEM 247.812500 1522631281.9359
MEM 247.812500 1522631282.0361
MEM 247.812500 1522631282.1363
MEM 247.812500 1522631282.2366
MEM 247.812500 1522631282.3368
MEM 247.812500 1522631282.4370
MEM 247.812500 1522631282.5372
MEM 247.812500 1522631282.6375
MEM 247.812500 1522631282.7377
MEM 247.812500 1522631282.8379
MEM 247.812500 1522631282.9382
MEM 247.812500 1522631283.0384
MEM 247.812500 1522631283.1386
MEM 247.812500 1522631283.2389
MEM 247.812500 1522631283.3391
MEM 247.812500 1522631283.4393
MEM 247.812500 1522631283.5395
MEM 247.812500 1522631283.6398
MEM 247.812500 1522631283.7400
MEM 247.812500 1522631283.8402
MEM 247.812500 1522631283.9405
MEM 247.812500 1522631284.0407
MEM 247.812500 1522631284.1409
MEM 247.812500 1522631284.2412
MEM 247.812500 1522631284.3414
MEM 247.812500 1522631284.4416
